Fecha,Magnitud,Latitud,Longitud
2014-06-05,3.7,30.5568,-114.33
2014-06-11,3.7,31.1952,-115.178
2014-06-16,3.4,31.1732,-115.869
2014-06-17,3.2,31.4292,-115.515
2014-06-18,3.7,31.3867,-115.481
2014-06-18,3.6,31.0463,-115.649
2014-06-20,3.4,31.2055,-115.417
2014-06-20,3.0,31.1765,-115.315
2014-06-20,3.9,29.9715,-114.671
2014-06-20,3.2,31.247,-115.347
2014-06-21,4.1,30.1897,-114.394
2014-06-21,3.2,31.143,-115.72
2014-06-21,3.6,30.5823,-114.143
2014-06-21,3.7,30.6468,-114.345
2014-06-21,3.4,30.7402,-114.442
2014-06-21,3.6,29.9328,-115.723
2014-06-24,3.0,30.9427,-115.079
2014-06-25,3.0,31.2287,-115.264
2014-06-25,3.3,31.2563,-115.753
2014-06-30,3.6,31.3005,-115.424
2014-07-02,3.7,31.1245,-115.925
2014-07-02,3.5,31.253,-115.818
2014-07-02,3.1,31.2525,-115.395
2014-07-02,3.1,31.2553,-115.379
2014-07-06,2.7,31.126,-115.391
2014-07-08,4.6,29.9475,-116.344
2014-07-20,3.4,31.4085,-115.542
2014-07-24,3.1,31.1257,-115.858
2014-07-30,3.4,31.4557,-115.593
2014-08-01,3.2,31.0722,-115.917
2014-08-02,3.2,30.9493,-115.635
2014-08-03,3.4,31.171,-115.36
2014-08-03,3.4,31.3325,-115.743
2014-08-09,3.1,31.0595,-115.757
2014-08-10,3.6,31.2802,-115.33
2014-08-12,3.8,30.1555,-114.214
2014-08-13,4.0,29.8812,-114.172
2014-08-13,4.3,30.0128,-114.145
2014-08-18,2.8,30.9322,-115.215
2014-08-21,3.5,31.0367,-115.965
2014-08-21,3.1,31.4605,-116.192
2014-08-22,3.1,31.4168,-116.247
2014-08-22,4.2,30.8105,-115.241
2014-08-23,3.5,31.0317,-115.674
2014-08-24,3.6,31.2215,-115.873
2014-08-25,3.6,30.1783,-114.23
2014-08-25,3.6,31.0597,-115.968
2014-08-29,3.7,30.8523,-114.989
2014-09-01,3.5,30.273,-114.312
2014-09-01,3.7,30.8463,-114.183
2014-09-03,1.8,31.1045,-115.369
2014-09-03,2.8,31.05,-115.308
2014-09-03,3.7,31.125,-115.945
2014-09-03,2.8,30.8827,-115.349
2014-09-03,3.6,31.3865,-115.45
2014-09-08,2.6,30.796,-115.369
2014-09-09,2.9,31.0355,-115.331
2014-09-10,3.1,30.747,-115.194
2014-09-10,3.1,30.6917,-115.12
2014-09-11,3.3,31.1427,-115.506
2014-09-12,2.6,31.133,-115.396
2014-09-15,4.3,29.625,-114.521
2014-09-15,4.6,30.4878,-114.212
2014-09-15,3.7,30.8292,-114.957
2014-09-15,3.8,30.7607,-114.146
2014-09-15,4.0,29.7277,-114.779
2014-09-15,4.2,30.7473,-114.12
2014-09-15,3.9,30.4667,-114.53
2014-09-15,4.2,30.5347,-114.249
2014-09-15,4.1,29.8448,-115.131
2014-09-15,3.7,30.374,-114.598
2014-09-15,5.2,30.2138,-114.321
2014-09-15,4.6,30.3082,-114.321
2014-09-15,3.7,29.7018,-114.663
2014-09-15,3.7,30.4705,-114.147
2014-09-15,4.1,30.5108,-114.326
2014-09-15,4.0,30.0263,-114.594
2014-09-15,4.6,29.729,-115.692
2014-09-15,3.9,30.7155,-114.453
2014-09-15,3.8,29.9622,-114.717
2014-09-15,3.6,30.7968,-114.385
2014-09-15,3.6,30.408,-114.513
2014-09-15,3.8,30.4903,-114.525
2014-09-16,3.8,30.8715,-114.169
2014-09-16,3.8,29.9045,-114.75
2014-09-16,3.7,30.891,-114.34
2014-09-16,3.3,30.9597,-114.414
2014-09-16,3.8,30.6012,-114.371
2014-09-16,4.6,30.0785,-114.586
2014-09-16,3.8,30.7677,-114.429
2014-09-16,4.1,29.731,-114.685
2014-09-16,3.8,29.9753,-114.679
2014-09-17,3.9,30.7183,-114.343
2014-09-17,3.8,29.8355,-114.599
2014-09-17,3.7,29.7515,-114.738
2014-09-17,3.6,30.8042,-114.094
2014-09-17,3.4,30.5933,-114.301
2014-09-17,3.9,29.7493,-114.647
2014-09-18,3.8,30.8498,-114.304
2014-09-18,3.9,30.8272,-114.217
2014-09-18,3.8,30.9273,-114.42
2014-09-18,3.2,31.0455,-115.842
2014-09-20,3.9,30.8367,-114.211
2014-09-21,3.8,30.1145,-114.548
2014-09-21,4.0,30.6102,-114.384
2014-09-21,3.9,29.9613,-114.722
2014-09-22,4.0,30.1478,-114.566
2014-09-22,3.6,29.9443,-114.676
2014-09-24,3.9,30.8753,-114.386
2014-09-24,3.8,30.161,-114.627
2014-09-27,4.0,31.2933,-115.437
2014-10-02,3.7,30.9382,-114.354
2014-10-03,3.2,31.1615,-115.83
2014-10-04,3.3,31.0255,-115.926
2014-10-04,3.7,30.6978,-114.058
2014-10-06,3.6,31.2123,-115.939
2014-10-08,3.6,31.2657,-115.92
2014-10-09,3.6,31.1513,-115.43
2014-10-12,3.8,30.8565,-114.238
2014-10-14,2.9,30.971,-115.317
2014-10-21,3.7,31.4942,-115.662
2014-10-24,3.7,31.4155,-115.505
2014-10-30,3.3,31.2172,-115.344
2014-11-06,3.8,31.0973,-114.87
2014-11-16,3.3,31.0698,-115.466
2014-11-20,2.8,31.3455,-115.297
2014-11-27,4.0,30.116,-114.305
2014-11-28,3.2,30.8575,-116.456
2014-12-01,3.4,31.1557,-115.611
2014-12-08,3.7,30.9555,-116.138
2014-12-08,3.2,31.1298,-115.65
2014-12-09,3.6,30.6045,-115.812
2014-12-11,3.1,31.1428,-115.62
2014-12-12,3.4,31.0887,-115.427
2014-12-12,3.5,31.0805,-115.897
2014-12-16,3.6,31.0345,-115.511
2014-12-16,3.1,31.126,-115.391
2014-12-24,3.1,30.9933,-115.607
2015-01-05,3.2,31.1995,-115.81
2015-01-07,4.0,30.22,-114.2
2015-01-30,3.6,31.24,-115.243
2015-01-31,3.5,31.115,-115.38
2015-02-01,4.4,30.0615,-114.328
2015-02-01,4.1,30.1112,-114.35
2015-02-04,3.4,31.122,-115.845
2015-02-06,3.9,29.9923,-114.443
2015-02-06,3.9,30.3167,-114.381
2015-02-08,3.5,31.4133,-115.736
2015-02-08,4.9,31.4803,-115.636
2015-02-08,3.6,31.452,-115.645
2015-02-08,3.4,31.452,-115.645
2015-02-08,3.5,31.452,-115.645
2015-02-09,3.5,31.452,-115.645
2015-02-09,3.4,31.452,-115.645
2015-02-09,3.9,31.4182,-115.747
2015-02-09,3.7,31.3918,-115.752
2015-02-09,3.6,31.475,-115.639
2015-02-09,3.4,31.455,-115.656
2015-02-09,3.5,31.455,-115.656
2015-02-09,3.5,31.455,-115.656
2015-02-10,3.6,31.452,-115.639
2015-02-10,3.6,31.4407,-115.785
2015-02-12,3.6,31.3668,-115.355
2015-02-12,3.4,31.3755,-115.839
2015-02-13,3.4,31.475,-115.639
2015-02-14,3.6,31.3355,-115.343
2015-02-14,3.0,31.1175,-115.572
2015-02-14,3.5,31.3737,-115.682
2015-02-16,3.5,31.2163,-115.575
2015-02-18,3.5,31.4062,-115.783
2015-02-18,3.5,31.376,-115.776
2015-02-19,3.7,31.1415,-116.0
2015-02-20,3.6,31.3703,-115.74
2015-02-22,3.6,31.2597,-115.93
2015-02-23,4.1,30.9278,-115.001
2015-02-24,3.9,30.9557,-115.012
2015-03-04,3.6,31.5893,-115.957
2015-03-11,3.9,29.7957,-114.263
2015-03-11,4.3,30.2253,-114.158
2015-03-15,4.2,30.6582,-114.123
2015-03-22,4.1,30.7667,-114.259
2015-03-27,2.8,31.3967,-115.757
2015-03-31,3.5,31.112,-115.932
2015-04-06,3.9,31.1342,-115.903
2015-04-19,4.1,31.0182,-115.618
2015-04-24,3.3,31.0653,-115.182
2015-04-26,3.7,31.172,-116.008
2015-05-04,3.6,31.1035,-115.932
2015-05-04,3.4,31.0132,-115.979
2015-05-06,4.2,30.9535,-115.457
2015-05-08,3.9,30.5435,-114.299
2015-05-09,3.5,31.3345,-115.915
2015-05-15,3.8,31.1888,-115.948
2015-05-16,3.9,30.905,-114.27
2015-05-17,3.8,31.4437,-115.625
2015-05-25,3.5,31.4327,-116.204
2015-05-26,4.2,31.218,-115.674
2015-05-26,3.4,31.2497,-115.51
2015-05-28,3.7,31.4377,-115.791
2015-06-11,3.6,31.4438,-116.16
2015-06-14,3.8,29.916,-114.682
2015-06-14,4.3,30.1283,-114.551
2015-06-14,3.9,30.2162,-114.441
2015-06-14,4.0,30.244,-114.508
2015-06-14,4.1,30.244,-114.508
